Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
1662235509.233441,2,0,0,,-0.00795071,0.162504,0.256244,-0.57749,0.136689,-0.05385,0.80307
