Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,name,position_0,position_1,position_2,position_3,position_4,velocity_0,velocity_1,velocity_2,velocity_3,velocity_4,effort_0,effort_1,effort_2,effort_3,effort_4
1662235485.189452,2275,1662235485,189016252,,"['joint_base_mancal', 'joint_mancal_link1', 'joint_link1_link2', 'joint_link2_link3', 'joint_link3_gripper']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662235485.1917033,2276,1662235485,191020954,,"['joint_base_mancal', 'joint_mancal_link1', 'joint_link1_link2', 'joint_link2_link3', 'joint_link3_gripper']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662235485.1931424,2277,1662235485,193006975,,"['joint_base_mancal', 'joint_mancal_link1', 'joint_link1_link2', 'joint_link2_link3', 'joint_link3_gripper']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662235485.1950855,2278,1662235485,195000462,,"['joint_base_mancal', 'joint_mancal_link1', 'joint_link1_link2', 'joint_link2_link3', 'joint_link3_gripper']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662235485.197174,2279,1662235485,197023903,,"['joint_base_mancal', 'joint_mancal_link1', 'joint_link1_link2', 'joint_link2_link3', 'joint_link3_gripper']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662235485.1991432,2280,1662235485,199008904,,"['joint_base_mancal', 'joint_mancal_link1', 'joint_link1_link2', 'joint_link2_link3', 'joint_link3_gripper']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662235485.2012498,2281,1662235485,201025109,,"['joint_base_mancal', 'joint_mancal_link1', 'joint_link1_link2', 'joint_link2_link3', 'joint_link3_gripper']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662235485.2062323,2282,1662235485,203033302,,"['joint_base_mancal', 'joint_mancal_link1', 'joint_link1_link2', 'joint_link2_link3', 'joint_link3_gripper']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662235485.2062478,2283,1662235485,205027849,,"['joint_base_mancal', 'joint_mancal_link1', 'joint_link1_link2', 'joint_link2_link3', 'joint_link3_gripper']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662235485.2071774,2284,1662235485,207007950,,"['joint_base_mancal', 'joint_mancal_link1', 'joint_link1_link2', 'joint_link2_link3', 'joint_link3_gripper']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662235485.2091262,2285,1662235485,209006373,,"['joint_base_mancal', 'joint_mancal_link1', 'joint_link1_link2', 'joint_link2_link3', 'joint_link3_gripper']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662235485.211151,2286,1662235485,211079522,,"['joint_base_mancal', 'joint_mancal_link1', 'joint_link1_link2', 'joint_link2_link3', 'joint_link3_gripper']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662235485.2131839,2287,1662235485,213024417,,"['joint_base_mancal', 'joint_mancal_link1', 'joint_link1_link2', 'joint_link2_link3', 'joint_link3_gripper']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662235485.2151637,2288,1662235485,215037783,,"['joint_base_mancal', 'joint_mancal_link1', 'joint_link1_link2', 'joint_link2_link3', 'joint_link3_gripper']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662235485.2173066,2289,1662235485,217053969,,"['joint_base_mancal', 'joint_mancal_link1', 'joint_link1_link2', 'joint_link2_link3', 'joint_link3_gripper']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662235485.219242,2290,1662235485,219084704,,"['joint_base_mancal', 'joint_mancal_link1', 'joint_link1_link2', 'joint_link2_link3', 'joint_link3_gripper']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662235485.2211235,2291,1662235485,221002791,,"['joint_base_mancal', 'joint_mancal_link1', 'joint_link1_link2', 'joint_link2_link3', 'joint_link3_gripper']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662235485.223157,2292,1662235485,223005094,,"['joint_base_mancal', 'joint_mancal_link1', 'joint_link1_link2', 'joint_link2_link3', 'joint_link3_gripper']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662235485.2251625,2293,1662235485,225003878,,"['joint_base_mancal', 'joint_mancal_link1', 'joint_link1_link2', 'joint_link2_link3', 'joint_link3_gripper']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662235485.2271948,2294,1662235485,227002180,,"['joint_base_mancal', 'joint_mancal_link1', 'joint_link1_link2', 'joint_link2_link3', 'joint_link3_gripper']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662235485.2291584,2295,1662235485,229003244,,"['joint_base_mancal', 'joint_mancal_link1', 'joint_link1_link2', 'joint_link2_link3', 'joint_link3_gripper']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662235485.2312388,2296,1662235485,231120401,,"['joint_base_mancal', 'joint_mancal_link1', 'joint_link1_link2', 'joint_link2_link3', 'joint_link3_gripper']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662235485.233222,2297,1662235485,233049332,,"['joint_base_mancal', 'joint_mancal_link1', 'joint_link1_link2', 'joint_link2_link3', 'joint_link3_gripper']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662235485.2352605,2298,1662235485,235033077,,"['joint_base_mancal', 'joint_mancal_link1', 'joint_link1_link2', 'joint_link2_link3', 'joint_link3_gripper']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662235485.2375526,2299,1662235485,237100864,,"['joint_base_mancal', 'joint_mancal_link1', 'joint_link1_link2', 'joint_link2_link3', 'joint_link3_gripper']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662235485.2391365,2300,1662235485,239012408,,"['joint_base_mancal', 'joint_mancal_link1', 'joint_link1_link2', 'joint_link2_link3', 'joint_link3_gripper']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662235485.241218,2301,1662235485,241094590,,"['joint_base_mancal', 'joint_mancal_link1', 'joint_link1_link2', 'joint_link2_link3', 'joint_link3_gripper']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662235485.243139,2302,1662235485,242999518,,"['joint_base_mancal', 'joint_mancal_link1', 'joint_link1_link2', 'joint_link2_link3', 'joint_link3_gripper']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662235485.245176,2303,1662235485,245018661,,"['joint_base_mancal', 'joint_mancal_link1', 'joint_link1_link2', 'joint_link2_link3', 'joint_link3_gripper']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662235485.2471142,2304,1662235485,247007244,,"['joint_base_mancal', 'joint_mancal_link1', 'joint_link1_link2', 'joint_link2_link3', 'joint_link3_gripper']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662235485.2491293,2305,1662235485,249005525,,"['joint_base_mancal', 'joint_mancal_link1', 'joint_link1_link2', 'joint_link2_link3', 'joint_link3_gripper']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662235485.2512977,2306,1662235485,251132787,,"['joint_base_mancal', 'joint_mancal_link1', 'joint_link1_link2', 'joint_link2_link3', 'joint_link3_gripper']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662235485.2531018,2307,1662235485,253002404,,"['joint_base_mancal', 'joint_mancal_link1', 'joint_link1_link2', 'joint_link2_link3', 'joint_link3_gripper']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662235485.2551732,2308,1662235485,255075233,,"['joint_base_mancal', 'joint_mancal_link1', 'joint_link1_link2', 'joint_link2_link3', 'joint_link3_gripper']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662235485.257174,2309,1662235485,257054743,,"['joint_base_mancal', 'joint_mancal_link1', 'joint_link1_link2', 'joint_link2_link3', 'joint_link3_gripper']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662235485.2591653,2310,1662235485,259011708,,"['joint_base_mancal', 'joint_mancal_link1', 'joint_link1_link2', 'joint_link2_link3', 'joint_link3_gripper']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662235485.2613118,2311,1662235485,261016167,,"['joint_base_mancal', 'joint_mancal_link1', 'joint_link1_link2', 'joint_link2_link3', 'joint_link3_gripper']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662235485.2631845,2312,1662235485,263027879,,"['joint_base_mancal', 'joint_mancal_link1', 'joint_link1_link2', 'joint_link2_link3', 'joint_link3_gripper']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662235485.2651303,2313,1662235485,265038686,,"['joint_base_mancal', 'joint_mancal_link1', 'joint_link1_link2', 'joint_link2_link3', 'joint_link3_gripper']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662235485.2672763,2314,1662235485,267022530,,"['joint_base_mancal', 'joint_mancal_link1', 'joint_link1_link2', 'joint_link2_link3', 'joint_link3_gripper']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662235485.2692428,2315,1662235485,269025943,,"['joint_base_mancal', 'joint_mancal_link1', 'joint_link1_link2', 'joint_link2_link3', 'joint_link3_gripper']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662235485.271639,2316,1662235485,271116960,,"['joint_base_mancal', 'joint_mancal_link1', 'joint_link1_link2', 'joint_link2_link3', 'joint_link3_gripper']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662235485.273148,2317,1662235485,273015125,,"['joint_base_mancal', 'joint_mancal_link1', 'joint_link1_link2', 'joint_link2_link3', 'joint_link3_gripper']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
